bnumber	symbol	synonyms	type
b3865	yihA	ECK3857|engB	protein-coding
b3810	yigA	ECK3805	protein-coding
b3869	glnL	ECK3862|glnR|ntrB	protein-coding
b3868	glnG	ECK3861|glnT|ntrC	protein-coding
b3867	hemN	ECK3860|yihJ	protein-coding
b3866	yihI	ECK3859	protein-coding
b3809	dapF	ECK3804	protein-coding
b3874	yihN	ECK3867	protein-coding
b3875	ompL	ECK3868|yshA	protein-coding
b3873	yihM	ECK3866	protein-coding
b3872	yihL	ECK3865	protein-coding
b3871	bipA	ECK3864|typA|yihK	protein-coding
b3870	glnA	ECK3863	protein-coding
b3877	yihP	ECK3870	protein-coding
b3882	yihU	ECK3875|squU	protein-coding
b3881	yihT	ECK3874|squT	protein-coding
b3880	yihS	ECK3873|squS	protein-coding
b3879	yihR	ECK3872|squR	protein-coding
b3878	yihQ	ECK3871|squQ	protein-coding
b3876	yihO	ECK3869|squO	protein-coding
b3887	dtd	ECK3880|yihZ	protein-coding
b3886	yihY	ECK3879|rbn	protein-coding
b3885	yihX	ECK3878	protein-coding
b3884	csqR	ECK3877|yihW	protein-coding
b3883	yihV	ECK3876|squV	protein-coding
b3892	fdoI	ECK3885	protein-coding
b3891	fdhE	ECK3884	protein-coding
b3890	yiiF	ECK3883	protein-coding
b3889	yiiE	ECK3882	protein-coding
b3888	fabY	ECK3881|yiiD	protein-coding
b3898	frvX	ECK3891|yiiI	protein-coding
b3897	frvR	ECK3890|yiiH	protein-coding
b3899	frvB	ECK3892|yiiJ	protein-coding
b3900	frvA	ECK3893|yiiK	protein-coding
b3896	yiiG	ECK3889	protein-coding
b3895	fdhD	ECK3888	protein-coding
b3894	fdoG	ECK3887	protein-coding
b3893	fdoH	ECK3886	protein-coding
b3906	rhaR	ECK3899|rhaC1	protein-coding
b3905	rhaS	ECK3898|rhaC2	protein-coding
b3907	rhaT	ECK3900	protein-coding
b3904	rhaB	ECK3897	protein-coding
b3903	rhaA	ECK3896	protein-coding
b3902	rhaD	ECK3895	protein-coding
b3901	rhaM	ECK3894|yiiL	protein-coding
b3908	sodA	ECK3901	protein-coding
b3912	cpxR	ECK3905|yiiA	protein-coding
b3911	cpxA	ECK3904|ecf|ecfB|eup|rssE|ssd	protein-coding
b3910	yiiM	ECK3903	protein-coding
b3909	kdgT	ECK3902	protein-coding
b3920	yiiQ	ECK3912	protein-coding
b3919	tpiA	ECK3911|tpi	protein-coding
b3918	cdh	ECK3910	protein-coding
b3917	sbp	ECK3909	protein-coding
b3916	pfkA	ECK3908	protein-coding
b3915	fieF	ECK3907|yiiP	protein-coding
b3924	fpr	ECK3916|flxR|mvrA	protein-coding
b3923	uspD	ECK3915|yiiT	protein-coding
b3922	yiiS	ECK3914	protein-coding
b3921	yiiR	ECK3913	protein-coding
b3930	menA	ECK3922|yiiW	protein-coding
b3929	rraA	ECK3921|menG|yiiV	protein-coding
b3928	zapB	ECK3920|yiiU	protein-coding
b1139	lit	ECK1125	protein-coding
b3927	glpF	ECK3919	protein-coding
b3926	glpK	ECK3918	protein-coding
b3925	glpX	ECK3917	protein-coding
b3936	rpmE	ECK3928	protein-coding
b3935	priA	ECK3927|srgA	protein-coding
b3934	cytR	ECK3926	protein-coding
b3933	ftsN	ECK3925|msgA	protein-coding
b3932	hslV	ECK3924|clpQ|htpO|yiiC	protein-coding
b3931	hslU	ECK3923|clpY|htpI	protein-coding
b3942	katG	ECK3934	protein-coding
b3941	metF	ECK3933	protein-coding
b3940	metL	ECK3932|metM	protein-coding
b3939	metB	ECK3931|met-1	protein-coding
b3938	metJ	ECK3930	protein-coding
b3937	yiiX	ECK3929	protein-coding
b3947	ptsA	ECK3939|frwA|pt1A|yijH	protein-coding
b0306	ykgE	ECK0305	protein-coding
b3946	fsaB	ECK3938|talC|yijG	protein-coding
b3945	gldA	ECK3937	protein-coding
b3944	yijF	ECK3936	protein-coding
b0543	emrE	ECK0534|eb|mvrC	protein-coding
b0881	clpS	ECK0872|yljA	protein-coding
b1413	hrpA	ECK1406	protein-coding
b3943	yijE	ECK3935	protein-coding
b3803	hemX	ECK3797	protein-coding
b3950	frwB	ECK3941|yijK	protein-coding
b3949	frwC	ECK3940|yijJ	protein-coding
b0022	insA1	ECK0023	protein-coding
b3954	yijO	ECK3945	protein-coding
b3953	frwD	ECK3944|yijN	protein-coding
b3952	pflC	ECK3943|yijM	protein-coding
b3951	pflD	ECK3942|yijL	protein-coding
b3958	argC	Arg2|ECK3949	protein-coding
b3957	argE	ECK3948	protein-coding
b3956	ppc	ECK3947|asp|glu	protein-coding
b3955	eptC	ECK3946|yijP	protein-coding
b3964	yijD	ECK3956	protein-coding
b3963	fabR	ECK3955|yijC	protein-coding
b3962	sthA	ECK3954|sth|udhA	protein-coding
b3961	oxyR	ECK3953|momR|mor	protein-coding
b3960	argH	ECK3951	protein-coding
b3959	argB	ECK3950	protein-coding
b3969	gltT	ECK3961|tgtB	tRNA
b3968	rrsB	ECK3960	rRNA
b3967	murI	ECK3959|dga|glr|yijA	protein-coding
b3966	btuB	ECK3958|bfe|cer	protein-coding
b3973	birA	ECK3965|bioR|dhbB	protein-coding
b3972	murB	ECK3964|yijB	protein-coding
b3971	rrfB	ECK3963	rRNA
b0122	yacC	ECK0121	protein-coding
b3970	rrlB	ECK3962	rRNA
b3977	tyrU	ECK3968|sup15B|supM|supZ	tRNA
b3808	yzcX	ECK3802	protein-coding
b3976	thrU	ECK3967	tRNA
b1034	ycdX	ECK1020	protein-coding
b3974	coaA	ECK3966|panK|rts|ts-9	protein-coding
b3979	thrT	ECK3970	tRNA
b3978	glyT	ECK3969|sumA|sup15B|supA36	tRNA
b3980	tufB	ECK3971|kirT|pulT	protein-coding
b3984	rplA	ECK3975|rpy	protein-coding
b3983	rplK	ECK3974|relC	protein-coding
b3982	nusG	ECK3973	protein-coding
b3981	secE	ECK3972|mbrC|prlG	protein-coding
b3988	rpoC	ECK3979|tabB	protein-coding
b3987	rpoB	ECK3978|ftsR|groN|nitB|rif|ron|sdgB|stl|stv|tabD	protein-coding
b3986	rplL	ECK3977	protein-coding
b3985	rplJ	ECK3976	protein-coding
b3993	thiE	ECK3985|thiA	protein-coding
b3994	thiC	ECK3986	protein-coding
b3991	thiG	ECK3982|thiB	protein-coding
b3990	thiH	ECK3981|thiB	protein-coding
b3989	yjaZ	ECK3980|htrC	protein-coding
b3995	rsd	ECK3987|yjaE	protein-coding
b3997	hemE	ECK3989	protein-coding
b3996	nudC	ECK3988|yjaD	protein-coding
b4000	hupA	ECK3992	protein-coding
b3992	thiF	ECK3984|thiA	protein-coding
b3999	yjaG	ECK3991	protein-coding
b3998	nfi	ECK3990|yjaF	protein-coding
b4006	purH	ECK3998	protein-coding
b4005	purD	ECK3997|adth|adth(a)	protein-coding
b4004	zraR	ECK3996|hydG	protein-coding
b4003	zraS	ECK3995|hydH	protein-coding
b4002	zraP	ECK3994|yjaI|zra	protein-coding
b4001	yjaH	ECK3993	protein-coding
b4009	rrlE	ECK4001	rRNA
b4008	gltV	ECK4000|tgtE	tRNA
b4007	rrsE	ECK3999	rRNA
b4014	aceB	ECK4006|mas	protein-coding
b4013	metA	ECK4005	protein-coding
b4012	yjaB	ECK4004	protein-coding
b4011	yjaA	ECK4003	protein-coding
b4010	rrfE	ECK4002	rRNA
b4015	aceA	ECK4007|icl	protein-coding
b4023	yjbD	ECK4015	protein-coding
b4022	rluF	ECK4014|yjbC	protein-coding
b4021	pepE	ECK4013	protein-coding
b4020	yjbB	ECK4012	protein-coding
b4019	metH	ECK4011	protein-coding
b0059	rapA	ECK0060|hepA|yabA	protein-coding
b4018	iclR	ECK4010	protein-coding
b1106	thiK	ECK1092|ycfN	protein-coding
b4028	yjbG	ECK4020	protein-coding
b4029	yjbH	ECK4021	protein-coding
b4030	psiE	ECK4022|yjbA	protein-coding
b4031	xylE	ECK4023	protein-coding
b4032	malG	ECK4024	protein-coding
b4024	lysC	ECK4016|apk	protein-coding
b4033	malF	ECK4025	protein-coding
b4027	yjbF	ECK4019	protein-coding
b4026	yjbE	ECK4018	protein-coding
b4025	pgi	ECK4017	protein-coding
b1105	lpoB	ECK1091|ycfM	protein-coding
b4035	malK	ECK4027|malB	protein-coding
b4034	malE	ECK4026	protein-coding
b1104	ycfL	ECK1090	protein-coding
b4040	ubiA	ECK4032|cyr	protein-coding
b4041	plsB	ECK4033	protein-coding
b0159	mtn	ECK0158|mtnN|pfs|yadA	protein-coding
b4042	dgkA	ECK4034	protein-coding
b4043	lexA	ECK4035|exrA|spr|tsl|umuA	protein-coding
b4039	ubiC	ECK4031	protein-coding
b4038	yjbI	ECK4030	pseudo
b4037	malM	ECK4029|molA	protein-coding
b4036	lamB	ECK4028|malB|malL	protein-coding
b1103	hinT	ECK1089|ycfF	protein-coding
b4048	yjbM	ECK4040	protein-coding
b4047	yjbL	ECK4039	protein-coding
b4046	zur	ECK4038|yjbK|znuR	protein-coding
b4045	yjbJ	ECK4037	protein-coding
b4044	dinF	ECK4036	protein-coding
b4052	dnaB	ECK4044|groP|grpA|grpD	protein-coding
b4051	qorA	ECK4043|hcz|hzc|qor	protein-coding
b4050	pspG	ECK4042|yjbO	protein-coding
b4049	dusA	ECK4041|yjbN	protein-coding
b4058	uvrA	ECK4050|dar|dinE	protein-coding
b4057	yjbR	ECK4049	protein-coding
b4056	yjbQ	ECK4048	protein-coding
b4055	aphA	ECK4047|hobH|yjbP	protein-coding
b4054	tyrB	ECK4046	protein-coding
b4053	alr	ECK4045|alr5	protein-coding
b4064	ghxP	ECK4057|yjcD	protein-coding
b4063	soxR	ECK4055|marC	protein-coding
b4062	soxS	ECK4054	protein-coding
b4061	pdeC	ECK4053|yjcC	protein-coding
b4060	yjcB	ECK4052	protein-coding
b4059	ssb	ECK4051|exrB|lexC	protein-coding
b4070	nrfA	ECK4063	protein-coding
b4069	acs	ECK4062|acsA|yfaC	protein-coding
b4071	nrfB	ECK4064|yjcI	protein-coding
b4068	yjcH	ECK4061	protein-coding
b4067	actP	ECK4060|yjcG	protein-coding
b4066	yjcF	ECK4059	protein-coding
b4065	yjcE	ECK4058	protein-coding
b4075	nrfF	ECK4068|yjcM	protein-coding
b4074	nrfE	ECK4067|yjcL	protein-coding
b4073	nrfD	ECK4066|yjcK	protein-coding
b4072	nrfC	ECK4065|yjcJ	protein-coding
b4081	mdtO	ECK4074|sdsQ|yjcQ	protein-coding
b4080	mdtP	ECK4073|sdsP|yjcP	protein-coding
b4079	fdhF	ECK4072|chlF	protein-coding
b0393	rdgC	ECK0388|yaiD	protein-coding
b4078	yjcO	ECK4071	protein-coding
b3804	hemD	ECK3798	protein-coding
b3251	mreB	ECK3239|envB|mon|mreB_1|rodY	protein-coding
b1315	ycjS	ECK1310	protein-coding
b0044	fixX	ECK0045|yaaT	protein-coding
b4077	gltP	ECK4070	protein-coding
b4076	nrfG	ECK4069|aidC|yjcN	protein-coding
b4087	alsA	ECK4080|yjcW	protein-coding
b4086	alsC	ECK4079|yjcV	protein-coding
b4085	alsE	ECK4078|yjcU	protein-coding
b4084	alsK	ECK4077|yjcT	protein-coding
b4083	yjcS	ECK4076	protein-coding
b4082	mdtN	ECK4075|sdsR|yjcR	protein-coding
b4093	phnO	ECK4086	protein-coding
b4092	phnP	ECK4085	protein-coding
b4090	rpiB	ECK4083|alsI|yjcA	protein-coding
b4089	alsR	ECK4082|rpiR|yjcY	protein-coding
b4088	alsB	ECK4081|yjcX	protein-coding
b4099	phnI	ECK4092	protein-coding
b4098	phnJ	ECK4091	protein-coding
b3640	dut	ECK3630|dnaS|sof	protein-coding
b4094	phnN	ECK4087	protein-coding
b4399	creC	ECK4391|phoM	protein-coding
b2532	trmJ	ECK2529|yfhQ	protein-coding
b4097	phnK	ECK4090	protein-coding
b4096	phnL	ECK4089	protein-coding
b4095	phnM	ECK4088	protein-coding
b2995	hybB	ECK2989	protein-coding
b1562	hokD	ECK1556|relF	protein-coding
b4102	phnF	ECK4095	protein-coding
b4101	phnG	ECK4094	protein-coding
b4100	phnH	ECK4093	protein-coding
b4109	rdcA	ECK4102|crfC|yjdA	protein-coding
b4108	yjdM	ECK4101|phnA	protein-coding
b4107	yjdN	ECK4100|phnB	protein-coding
b4106	phnC	ECK4099	protein-coding
b4105	phnD	ECK4098|phn|psiD	protein-coding
b4111	proP	ECK4104	protein-coding
b4116	adiY	ECK4109	protein-coding
b4115	adiC	ECK4108|yjdD|yjdE	protein-coding
b4114	eptA	ECK4107|yjdB	protein-coding
b2647	ypjA	ECK2644	protein-coding
b4113	basR	ECK4106|pmrA	protein-coding
b4112	basS	ECK4105|dgkR|pmrB	protein-coding
b4110	rdcB	ECK4103|yjcZ	protein-coding
b4121	yjdF	ECK4114	protein-coding
b4120	melB	ECK4113|mel-4	protein-coding
b4119	melA	ECK4112|mel-7	protein-coding
b4118	melR	ECK4111	protein-coding
b4117	adiA	ECK4110|adi	protein-coding
b4125	dcuS	ECK4118|yjdH	protein-coding
b4124	dcuR	ECK4117|yjdG	protein-coding
b4123	dcuB	ECK4116|genF	protein-coding
b4122	fumB	ECK4115	protein-coding
b4131	cadA	ECK4125|ldcI	protein-coding
b4130	dtpC	ECK4124|yjdL	protein-coding
b4129	lysU	ECK4123	protein-coding
b4128	ghoS	ECK4121|yjdK	protein-coding
b4127	yjdJ	ECK4120	protein-coding
b4126	yjdI	ECK4119	protein-coding
b4136	dsbD	ECK4130|cutA2|cycZ|dipZ|htrI	protein-coding
b4135	dicD	ECK4129|cutA3|yjdC	protein-coding
b4134	pheU	ECK4128|pheR|pheW	tRNA
b1187	fadR	ECK1175|dec|ole|oleR|thdB	protein-coding
b4133	cadC	ECK4127	protein-coding
b4132	cadB	ECK4126	protein-coding
b4142	groS	ECK4136|groES|mopB	protein-coding
b4141	yjeH	ECK4135	protein-coding
b4140	fxsA	ECK4134|yjeG	protein-coding
b4139	aspA	ECK4133	protein-coding
b4138	dcuA	ECK4132|genA	protein-coding
b4137	cutA	ECK4131|cutA1	protein-coding
b4147	efp	ECK4141	protein-coding
b4146	epmB	ECK4140|yjeK	protein-coding
b4145	yjeJ	ECK4139	protein-coding
b4144	yjeI	ECK4138	protein-coding
b4143	groL	ECK4137|groEL|mopA	protein-coding
b4153	frdB	ECK4149	protein-coding
b4154	frdA	ECK4150	protein-coding
b4151	frdD	ECK4147	protein-coding
b4150	ampC	ECK4146|ampA	protein-coding
b4149	blc	ECK4145|yjeL	protein-coding
b4148	gdx	ECK4144|sugE	protein-coding
b4155	epmA	ECK4151|genX|poxA|yjeA	protein-coding
b4160	psd	ECK4156	protein-coding
b4161	rsgA	ECK4157|yjeQ	protein-coding
b4162	orn	ECK4158|yjeR	protein-coding
b4159	mscM	ECK4155|yjeP	protein-coding
b4158	yjeO	ECK4154	protein-coding
b4157	yjeN	ECK4153	protein-coding
b4156	yjeM	ECK4152	protein-coding
b4152	frdC	ECK4148	protein-coding
b4164	glyX	ECK4160|glyVbeta	tRNA
b4163	glyV	ECK4159|glyValpha|ins|mutA|suA58|suA78	tRNA
b4169	amiB	ECK4165|yjeD	protein-coding
b4168	tsaE	ECK4164|yjeE	protein-coding
b4167	nnr	ECK4163|yjeF	protein-coding
b4166	queG	ECK4162|yjeS	protein-coding
b4165	glyY	ECK4161|glyVgamma	tRNA
b4173	hflX	ECK4169|hflA|hslX	protein-coding
b4172	hfq	ECK4168	protein-coding
b4171	miaA	ECK4167|trpX	protein-coding
b4170	mutL	ECK4166	protein-coding
b4179	rnr	ECK4175|vacB|yjeC	protein-coding
b4178	nsrR	ECK4174|yjeB	protein-coding
b4180	rlmB	ECK4176|yjfH	protein-coding
b4177	purA	ECK4173|adeK	protein-coding
b4176	yjeT	ECK4172	protein-coding
b4175	hflC	ECK4171|hflA	protein-coding
b4174	hflK	ECK4170|hflA|hslY	protein-coding
b4186	yjfC	ECK4182	protein-coding
b4185	yjfM	ECK4181	protein-coding
b4184	yjfL	ECK4180	protein-coding
b4183	yjfK	ECK4179	protein-coding
b4182	yjfJ	ECK4178	protein-coding
b4181	yjfI	ECK4177	protein-coding
b4192	ulaG	ECK4188|yjfR	protein-coding
b4191	ulaR	ECK4187|yjfQ	protein-coding
b4190	yjfP	ECK4186	protein-coding
b4189	bsmA	ECK4185|yjfO	protein-coding
b4188	yjfN	ECK4184	protein-coding
b4187	aidB	ECK4183	protein-coding
b4198	ulaF	ECK4194|sgaE|yjfX	protein-coding
b4197	ulaE	ECK4193|sgaU|yjfW	protein-coding
b4199	yjfY	ECK4195	protein-coding
b4196	ulaD	ECK4192|sgaH|yjfV	protein-coding
b4195	ulaC	ECK4191|ptxA|sgaA|yjfU	protein-coding
b4194	ulaB	ECK4190|sgaB|yjfT	protein-coding
b4193	ulaA	ECK4189|sgaT|yjfS	protein-coding
b4205	ytfA	ECK4201	pseudo
b4204	yjfZ	ECK4200	protein-coding
b4203	rplI	ECK4199	protein-coding
b4202	rpsR	ECK4198	protein-coding
b4201	priB	ECK4197	protein-coding
b4200	rpsF	ECK4196|sdgH	protein-coding
b4209	ytfE	ECK4205|dnrN	protein-coding
b4208	cycA	ECK4204|dagA|ytfD	protein-coding
b4207	fklB	ECK4203|ytfC	protein-coding
b4206	ytfB	ECK4202	protein-coding
b4214	cysQ	ECK4210|amt|amtA	protein-coding
b4213	cpdB	ECK4209	protein-coding
b4212	ytfH	ECK4208	protein-coding
b4211	qorB	ECK4207|ytfG	protein-coding
b4210	ytfF	ECK4206	protein-coding
b4220	tamA	ECK4216|ytfM	protein-coding
b4219	msrA	ECK4215|pms|pmsR	protein-coding
b4218	paeA	ECK4214|ytfL	protein-coding
b4217	ytfK	ECK4213	protein-coding
b4216	ytfJ	ECK4212|ecfJ	protein-coding
b4215	ytfI	ECK4211	protein-coding
b4224	chpS	ECK4220|chpBI|yjfB	protein-coding
b4222	ytfP	ECK4218	protein-coding
b4221	tamB	ECK4217|ytfN|ytfO	protein-coding
b4230	ytfT	ECK4225	protein-coding
b4227	ytfQ	ECK4223	protein-coding
b4225	chpB	ECK4221|chpBK|yjfE	protein-coding
b4226	ppa	ECK4222	protein-coding
b1674	ydhY	ECK1670	protein-coding
b4235	tldE	ECK4230|mcb|pmbA	protein-coding
b4234	yjgA	ECK4229	protein-coding
b4233	mpl	ECK4228|tpl|yjfG	protein-coding
b4232	fbp	ECK4227|fdp	protein-coding
b4231	yjfF	ECK4226	protein-coding
b4238	nrdD	ECK4233	protein-coding
b1673	ydhV	ECK1669	protein-coding
b4237	nrdG	ECK4232|yjgE	protein-coding
b4236	cybC	ECK4231|cytochrome b562	pseudo
b0293	ecpA	ECK0292|matB|yagZ	protein-coding
b4241	treR	ECK4236	protein-coding
b4240	treB	ECK4235	protein-coding
b4239	treC	ECK4234|olgH|treE	protein-coding
b4244	pyrI	ECK4239	protein-coding
b4249	bdcA	ECK4243|yjgI	protein-coding
b2523	pepB	ECK2520|yfhI	protein-coding
b4245	pyrB	ECK4240	protein-coding
b4246	pyrL	ECK4241|pyrE-|pyrE-LP	protein-coding
b4248	yjgH	ECK4242	protein-coding
b4243	ridA	ECK4238|yjgF	protein-coding
b4256	yjgM	ECK4249	protein-coding
b4255	rraB	ECK4248|yjgD	protein-coding
b4254	argI	ECK4247	protein-coding
b4251	bdcR	ECK4244|yjgJ	protein-coding
b4253	yjgL	ECK4246	protein-coding
b4252	tabA	ECK4245|yjgK	protein-coding
b4242	mgtA	ECK4237|atmA|corB|mgt|mtg	protein-coding
b4273	insD6	ECK0358|yi22-6	protein-coding
b4272	insC6	ECK0357|yi21-6	protein-coding
b4271	intB	ECK4264|int(P4)|yjgC	pseudo
b2196	ccmF	ECK2188|yejR	protein-coding
b4257	yjgN	ECK4250	protein-coding
b4258	valS	ECK4251|val-act	protein-coding
b4259	holC	ECK4252	protein-coding
b3784	wecA	ECK3776|rfe	protein-coding
b4260	pepA	ECK4253|carP|xerB	protein-coding
b0142	folK	ECK0141	protein-coding
b0077	ilvI	ECK0079	protein-coding
b1475	fdnH	ECK1469	protein-coding
b4261	lptF	ECK4254|yjgP	protein-coding
b1541	ydfZ	ECK1534	protein-coding
b0564	appY	ECK0556	protein-coding
b4265	idnT	ECK4258|gntW|yjgT	protein-coding
b0483	ybaQ	ECK0477	protein-coding
b1565	ydfV	ECK1559	protein-coding
b4269	ahr	ECK4262|yjgB	protein-coding
b4270	leuX	ECK4263|Su-6|supP	tRNA
b4277	yjgZ	ECK4267	protein-coding
b4278	insG	ECK4268|yi41	protein-coding
b0292	ecpB	ECK0291|matC|yagY	protein-coding
b4279	nanX	ECK4269|yjhB	protein-coding
b4280	nanY	ECK4270|yjhC	protein-coding
b4281	yjhD	ECK4271	pseudo
b4282	yjhE	ECK4272	pseudo
b4363	yjjB	ECK4353	protein-coding
b4364	yjjP	ECK4354	protein-coding
b4362	dnaT	ECK4352	protein-coding
b4284	insI3	ECK0258|tra8-3	protein-coding
b2343	yfcZ	ECK2337	protein-coding
b4286	yjhV	ECK4276	pseudo
b4287	fecE	ECK4277	protein-coding
b1420	mokB	ECK1413	protein-coding
b2350	yfdG	ECK2344|gtrA	protein-coding
b2354	yfdK	ECK2348	protein-coding
b2342	fadI	ECK2336|yfcY	protein-coding
b1922	fliA	ECK1921|flaD|rpoF	protein-coding
b4298	yjhH	ECK4287	protein-coding
b4289	fecC	ECK4279	protein-coding
b4295	yjhU	ECK4284	protein-coding
b2364	dsdC	ECK2360	protein-coding
b4301	sgcE	ECK4290|yjhK	protein-coding
b4294	insA7	ECK0023	protein-coding
b4302	sgcA	ECK4291|yjhL	protein-coding
b4312	fimB	ECK4303|pil	protein-coding
b1920	tcyJ	ECK1919|fliY|ssi7|yzzR	protein-coding
b4303	sgcQ	ECK4292|yjhM	protein-coding
b4309	nanS	ECK4300|yjhS	protein-coding
b4313	fimE	ECK4304|hyp|pilH	protein-coding
b4334	yjiL	ECK4325	protein-coding
b4314	fimA	ECK4305|fimD|pilA	protein-coding
b0249	ykfF	ECK0251	protein-coding
b4305	sgcX	ECK4295|yjhO	protein-coding
b4315	fimI	ECK4306	protein-coding
b2377	yfdY	ECK2373	protein-coding
b4316	fimC	ECK4307|pilB	protein-coding
b4317	fimD	ECK4308|fimD_1|fimD_2	protein-coding
b4318	fimF	ECK4309	protein-coding
b4319	fimG	ECK4310	protein-coding
b4320	fimH	ECK4311|pilE	protein-coding
b4321	gntP	ECK4312|yjiB	protein-coding
b4324	uxuR	ECK4315	protein-coding
b4325	yjiC	ECK4316	protein-coding
b4326	iraD	ECK4317|yjiD	protein-coding
b4327	hypT	ECK4318|qseD|yjiE	protein-coding
b4328	iadA	ECK4319|yjiF	protein-coding
b4329	yjiG	ECK4320	protein-coding
b1637	tyrS	ECK1633	protein-coding
b4330	yjiH	ECK4321	protein-coding
b2976	glcB	ECK2970|glc	protein-coding
b4331	kptA	ECK4322|yjiI	protein-coding
b4332	yjiJ	ECK4323	protein-coding
b4336	yjiN	ECK4327	protein-coding
b4337	mdtM	ECK4328|yjiO	protein-coding
b0456	ybaA	ECK0450	protein-coding
b4361	dnaC	ECK4351|dnaD	protein-coding
b1422	ydcI	ECK1416	protein-coding
b4348	hsdS	ECK4338|hsp|hss|rm	protein-coding
b4400	creD	ECK4392|cet|refII	protein-coding
b0109	nadC	ECK0108	protein-coding
b1609	rstB	ECK1604|uspT	protein-coding
b4349	hsdM	ECK4339|hsm|hsp	protein-coding
b4368	leuV	ECK4359|leuValpha	tRNA
b4401	arcA	ECK4393|cpxC|dye|fexA|msp|seg|sfrA	protein-coding
b4369	leuP	ECK4360|leuV-beta|leuVbeta	tRNA
b0458	ylaC	ECK0452	protein-coding
b0110	ampD	ECK0109	protein-coding
b4350	hsdR	ECK4340|hsp|hsr	protein-coding
b4356	lgoT	ECK4346|yjiZ|yjjL	protein-coding
b4345	mcrC	ECK4335	protein-coding
b4357	lgoR	ECK4347|yjjM	protein-coding
b4352	yjiA	ECK4342	protein-coding
b4358	lgoD	ECK4348|yjjN	protein-coding
b4355	tsr	ECK4345|cheD	protein-coding
b2491	hyfR	ECK2487	protein-coding
b4360	yjjA	ECK4350	protein-coding
b4359	opgB	ECK4349|mdoB|yjjO	protein-coding
b4366	bglJ	ECK4356|yjjR	protein-coding
b4372	holD	ECK4363	protein-coding
b4367	fhuF	ECK4357|yjjS	protein-coding
b4371	rsmC	ECK4362|yjjT	protein-coding
b4370	leuQ	ECK4361|leuVgamma	tRNA
b4373	rimI	ECK4364	protein-coding
b4376	osmY	ECK4367|csi-5	protein-coding
b4365	yjjQ	ECK4355	protein-coding
b4375	prfC	ECK4366|miaD|tos	protein-coding
b4351	mrr	ECK4341	protein-coding
b4374	yjjG	ECK4365	protein-coding
b0737	tolQ	ECK0726|fii|tolP	protein-coding
b4382	deoA	ECK4374|TP|tpp|ttg	protein-coding
b4381	deoC	ECK4373|dra|thyR|tlr	protein-coding
b4341	yjiS	ECK4332	protein-coding
b4380	yjjI	ECK4372|yjjH	protein-coding
b4379	yjjW	ECK4371	protein-coding
b4377	yjjU	ECK4369	protein-coding
b0736	ybgC	ECK0725	protein-coding
b4392	slt	ECK4384|sltY	protein-coding
b4391	ettA	ECK4383|yjjK	protein-coding
b4383	deoB	ECK4375|drm|thyR|tlr	protein-coding
b4390	nadR	ECK4382|nadI	protein-coding
b4389	radA	ECK4381|sms	protein-coding
b4388	serB	ECK4380	protein-coding
b4354	btsT	ECK4344|yjiY	protein-coding
b3834	ubiJ	ECK3828|yigP	protein-coding
b4396	rob	ECK4388|cbpB|robA	protein-coding
b4393	trpR	ECK4385|rtrY	protein-coding
b4395	ytjC	ECK4387|gpmB	protein-coding
b4394	yjjX	ECK4386	protein-coding
b4397	creA	ECK4389|yjjD	protein-coding
b4398	creB	ECK4390|ORF2|yjjE	protein-coding
b4460	araH	ECK1897|b1898|b1899	protein-coding
b4403	yjtD	ECK4395|lasT	protein-coding
b4402	yjjY	ECK4394	protein-coding
b3833	ubiE	ECK3827|yigO	protein-coding
b1003	yccJ	ECK0994	protein-coding
b2703	srlE	ECK2698|gutA|gutE|sbl|srlA|srlA-2	protein-coding
b4494	arpB	ECK1718|b1720|b1721|ydiW|ydiX	pseudo
b2705	srlD	ECK2700|gutD	protein-coding
b2706	gutM	ECK2701|gut|srlM	protein-coding
b0042	fixB	ECK0043|yaaR	protein-coding
b2707	srlR	ECK2702|gutR	protein-coding
b4513	kdpF	ECK0687	protein-coding
b1831	proQ	ECK1830|yebJ|yobE|yoeC	protein-coding
b0457	pdeB	ECK0451|ylaB	protein-coding
b4592	appX	ECK4402|cbdX|yccB	protein-coding
b4490	efeU	ECK1007|b1016|b1017|ycdN	pseudo
b4333	yjiK	ECK4324	protein-coding
b0043	fixC	ECK0044|yaaS	protein-coding
b4526	ydaE	ECK1349	protein-coding
b4469	ygiQ	ECK3007|b3015|b3016|ygiR	protein-coding
b3832	rmuC	ECK3826|yigN	protein-coding
b1344	ttcA	ECK1341|ydaO	protein-coding
b3638	yicR	ECK3628|radC	protein-coding
b1794	dgcP	ECK1792|yeaP	protein-coding
b2704	srlB	ECK2699|gutB	protein-coding
b1374	pinR	ECK1369|ynaD	protein-coding
b3787	wecC	ECK3779|mnaB|rff|rffD	protein-coding
b4263	yjgR	ECK4256	protein-coding
b2710	norV	ECK2705|ygaI|ygaJ|ygaK	protein-coding
b0557	borD	ECK0549|bor|iss|vboR|ybcU	protein-coding
b0860	artJ	ECK0851	protein-coding
b2993	hybD	ECK2987	protein-coding
b2145	yeiS	ECK2138	protein-coding
b2825	ppdB	ECK2821|ygdC	protein-coding
b0104	guaC	ECK0104	protein-coding
b3831	udp	ECK3825	protein-coding
b0863	artI	ECK0854	protein-coding
b0891	lolA	ECK0882|lplA|yzzV	protein-coding
b2547	yphE	ECK2544	protein-coding
